"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Afternoon workout 💪","Jul 18, 2024, 2:46 PM","Jul 18, 2024, 3:27 PM","","Decline Bench Press (Machine)",,"",0,"failure",110,5,,,
"Afternoon workout 💪","Jul 18, 2024, 2:46 PM","Jul 18, 2024, 3:27 PM","","Decline Bench Press (Machine)",,"",1,"failure",95,10,,,
"Afternoon workout 💪","Jul 18, 2024, 2:46 PM","Jul 18, 2024, 3:27 PM","","Decline Bench Press (Machine)",,"",2,"failure",90,8,,,
"Afternoon workout 💪","Jul 17, 2024, 2:48 PM","Jul 17, 2024, 3:30 PM","","Lat Pulldown (Cable)",,"",0,"failure",120,9,,,
"Afternoon workout 💪","Jul 17, 2024, 2:48 PM","Jul 17, 2024, 3:30 PM","","Lat Pulldown (Cable)",,"",1,"failure",120,6,,,
"Afternoon workout 💪","Jul 17, 2024, 2:48 PM","Jul 17, 2024, 3:30 PM","","Lat Pulldown (Cable)",,"",2,"failure",120,5,,,
"Afternoon workout 💪","Jul 17, 2024, 2:48 PM","Jul 17, 2024, 3:30 PM","","Iso-Lateral Row (Machine)",,"",0,"failure",10,45,,,
"Afternoon workout 💪","Jul 17, 2024, 2:48 PM","Jul 17, 2024, 3:30 PM","","Iso-Lateral Row (Machine)",,"",1,"failure",10,55,,,
"Afternoon workout 💪","Jul 17, 2024, 2:48 PM","Jul 17, 2024, 3:30 PM","","Iso-Lateral Row (Machine)",,"",2,"failure",4,65,,,
"Afternoon workout 💪","Jul 17, 2024, 2:48 PM","Jul 17, 2024, 3:30 PM","","Iso-Lateral Row (Machine)",,"",3,"failure",4,55,,,
"Afternoon workout 💪","Jul 17, 2024, 2:48 PM","Jul 17, 2024, 3:30 PM","","Lat Pulldown (Machine)",,"",0,"failure",110,8,,,
"Afternoon workout 💪","Jul 17, 2024, 2:48 PM","Jul 17, 2024, 3:30 PM","","Lat Pulldown (Machine)",,"",1,"failure",140,6,,,
"Afternoon workout 💪","Jul 17, 2024, 2:48 PM","Jul 17, 2024, 3:30 PM","","Lat Pulldown (Machine)",,"",2,"failure",130,8,,,
"Afternoon workout 💪","Jul 16, 2024, 2:58 PM","Jul 16, 2024, 3:46 PM","","Seated Shoulder Press (Machine)",,"",0,"failure",85,10,,,
"Afternoon workout 💪","Jul 16, 2024, 2:58 PM","Jul 16, 2024, 3:46 PM","","Seated Shoulder Press (Machine)",,"",1,"failure",90,7,,,
"Afternoon workout 💪","Jul 16, 2024, 2:58 PM","Jul 16, 2024, 3:46 PM","","Seated Shoulder Press (Machine)",,"",2,"failure",80,6,,,
"Afternoon workout 💪","Jul 16, 2024, 2:58 PM","Jul 16, 2024, 3:46 PM","","Rear Delt Reverse Fly (Cable)",,"",0,"warmup",10,8,,,
"Afternoon workout 💪","Jul 16, 2024, 2:58 PM","Jul 16, 2024, 3:46 PM","","Rear Delt Reverse Fly (Cable)",,"",1,"failure",10,9,,,
"Afternoon workout 💪","Jul 16, 2024, 2:58 PM","Jul 16, 2024, 3:46 PM","","Rear Delt Reverse Fly (Cable)",,"",2,"failure",10,9,,,
"Afternoon workout 💪","Jul 16, 2024, 2:58 PM","Jul 16, 2024, 3:46 PM","","Lateral Raise (Dumbbell)",,"",0,"failure",15,10,,,
"Afternoon workout 💪","Jul 16, 2024, 2:58 PM","Jul 16, 2024, 3:46 PM","","Lateral Raise (Dumbbell)",,"",1,"failure",15,6,,,
"Afternoon workout 💪","Jul 16, 2024, 2:58 PM","Jul 16, 2024, 3:46 PM","","Lateral Raise (Dumbbell)",,"",2,"failure",15,9,,,
"Afternoon workout 💪","Jul 16, 2024, 2:58 PM","Jul 16, 2024, 3:46 PM","","Lateral Raise (Dumbbell)",,"",3,"failure",10,8,,,
"Afternoon workout 💪","Jul 16, 2024, 2:58 PM","Jul 16, 2024, 3:46 PM","","Lateral Raise (Dumbbell)",,"",4,"failure",10,11,,,
"Afternoon workout 💪","Jul 16, 2024, 2:58 PM","Jul 16, 2024, 3:46 PM","","Shoulder Press (Dumbbell)",,"",0,"warmup",35,3,,,
"Afternoon workout 💪","Jul 16, 2024, 2:58 PM","Jul 16, 2024, 3:46 PM","","Shoulder Press (Dumbbell)",,"",1,"warmup",30,3,,,
"Afternoon workout 💪","Jul 16, 2024, 2:58 PM","Jul 16, 2024, 3:46 PM","","Shoulder Press (Dumbbell)",,"",2,"failure",30,6,,,
"Afternoon workout 💪","Jul 16, 2024, 2:58 PM","Jul 16, 2024, 3:46 PM","","Shoulder Press (Dumbbell)",,"",3,"failure",30,5,,,
"Afternoon workout 💪","Jul 16, 2024, 2:58 PM","Jul 16, 2024, 3:46 PM","","Front Raise (Dumbbell)",,"",0,"failure",15,9,,,
"Afternoon workout 💪","Jul 16, 2024, 2:58 PM","Jul 16, 2024, 3:46 PM","","Front Raise (Dumbbell)",,"",1,"failure",10,12,,,
"Afternoon workout 💪","Jul 16, 2024, 2:58 PM","Jul 16, 2024, 3:46 PM","","Rear Delt Reverse Fly (Machine)",,"",0,"failure",70,14,,,
"Afternoon workout 💪","Jul 16, 2024, 2:58 PM","Jul 16, 2024, 3:46 PM","","Rear Delt Reverse Fly (Machine)",,"",1,"failure",80,5,,,
"Afternoon workout 💪","Jul 15, 2024, 2:50 PM","Jul 15, 2024, 3:54 PM","","Bicep Curl (Dumbbell)",,"incline seated",0,"failure",20,13,,,
"Afternoon workout 💪","Jul 15, 2024, 2:50 PM","Jul 15, 2024, 3:54 PM","","Bicep Curl (Dumbbell)",,"incline seated",1,"failure",25,5,,,
"Afternoon workout 💪","Jul 15, 2024, 2:50 PM","Jul 15, 2024, 3:54 PM","","Bicep Curl (Dumbbell)",,"incline seated",2,"failure",25,2,,,
"Afternoon workout 💪","Jul 15, 2024, 2:50 PM","Jul 15, 2024, 3:54 PM","","Preacher Curl (Barbell)",,"",0,"failure",40,9,,,
"Afternoon workout 💪","Jul 15, 2024, 2:50 PM","Jul 15, 2024, 3:54 PM","","Preacher Curl (Barbell)",,"",1,"failure",40,8,,,
"Afternoon workout 💪","Jul 15, 2024, 2:50 PM","Jul 15, 2024, 3:54 PM","","Triceps Pushdown",,"",0,"failure",50,9,,,
"Afternoon workout 💪","Jul 15, 2024, 2:50 PM","Jul 15, 2024, 3:54 PM","","Triceps Pushdown",,"",1,"failure",45,10,,,
"Afternoon workout 💪","Jul 15, 2024, 2:50 PM","Jul 15, 2024, 3:54 PM","","Triceps Pushdown",,"",2,"failure",45,6,,,
"Afternoon workout 💪","Jul 15, 2024, 2:50 PM","Jul 15, 2024, 3:54 PM","","Hammer Curl (Dumbbell)",,"",0,"failure",25,5,,,
"Afternoon workout 💪","Jul 15, 2024, 2:50 PM","Jul 15, 2024, 3:54 PM","","Hammer Curl (Dumbbell)",,"",1,"failure",20,8,,,
"Afternoon workout 💪","Jul 15, 2024, 2:50 PM","Jul 15, 2024, 3:54 PM","","Seated Triceps Press",,"",0,"failure",55,10,,,
"Afternoon workout 💪","Jul 15, 2024, 2:50 PM","Jul 15, 2024, 3:54 PM","","Seated Triceps Press",,"",1,"failure",60,7,,,
"Afternoon workout 💪","Jul 15, 2024, 2:50 PM","Jul 15, 2024, 3:54 PM","","Seated Triceps Press",,"",2,"failure",55,9,,,
"Afternoon workout 💪","Jul 15, 2024, 2:50 PM","Jul 15, 2024, 3:54 PM","","Leg Press (Machine)",,"",0,"failure",270,8,,,
"Afternoon workout 💪","Jul 15, 2024, 2:50 PM","Jul 15, 2024, 3:54 PM","","Leg Press (Machine)",,"",1,"failure",250,7,,,
"Afternoon workout 💪","Jul 15, 2024, 2:50 PM","Jul 15, 2024, 3:54 PM","","Leg Press (Machine)",,"",2,"failure",250,5,,,
"Afternoon workout 💪","Jul 15, 2024, 2:50 PM","Jul 15, 2024, 3:54 PM","","Seated Calf Raise",,"",0,"failure",45,9,,,
"Afternoon workout 💪","Jul 15, 2024, 2:50 PM","Jul 15, 2024, 3:54 PM","","Seated Calf Raise",,"",1,"failure",70,5,,,
"Afternoon workout 💪","Jul 15, 2024, 2:50 PM","Jul 15, 2024, 3:54 PM","","Leg Extension (Machine)",,"",0,"failure",140,9,,,
"Afternoon workout 💪","Jul 15, 2024, 2:50 PM","Jul 15, 2024, 3:54 PM","","Leg Extension (Machine)",,"",1,"failure",145,7,,,
"Afternoon workout 💪","Jul 15, 2024, 2:50 PM","Jul 15, 2024, 3:54 PM","","Seated Leg Curl (Machine)",,"",0,"warmup",80,8,,,
"Afternoon workout 💪","Jul 15, 2024, 2:50 PM","Jul 15, 2024, 3:54 PM","","Seated Leg Curl (Machine)",,"",1,"failure",100,8,,,
"Evening workout 🏋️","Jul 11, 2024, 7:43 PM","Jul 11, 2024, 8:31 PM","","Leg Press Horizontal (Machine)",,"",0,"failure",200,16,,,
"Evening workout 🏋️","Jul 11, 2024, 7:43 PM","Jul 11, 2024, 8:31 PM","","Leg Press Horizontal (Machine)",,"",1,"failure",240,9,,,
"Evening workout 🏋️","Jul 11, 2024, 7:43 PM","Jul 11, 2024, 8:31 PM","","Leg Press Horizontal (Machine)",,"",2,"failure",240,8,,,
"Evening workout 🏋️","Jul 11, 2024, 7:43 PM","Jul 11, 2024, 8:31 PM","","horizontal leg press (calf)",,"",0,"failure",160,13,,,
"Evening workout 🏋️","Jul 11, 2024, 7:43 PM","Jul 11, 2024, 8:31 PM","","horizontal leg press (calf)",,"",1,"failure",160,12,,,
"Evening workout 🏋️","Jul 11, 2024, 7:43 PM","Jul 11, 2024, 8:31 PM","","Seated Calf Raise",,"",0,"warmup",45,5,,,
"Evening workout 🏋️","Jul 11, 2024, 7:43 PM","Jul 11, 2024, 8:31 PM","","Seated Calf Raise",,"",1,"failure",70,8,,,
"Evening workout 🏋️","Jul 11, 2024, 7:43 PM","Jul 11, 2024, 8:31 PM","","Seated Calf Raise",,"",2,"failure",55,10,,,
"Evening workout 🏋️","Jul 4, 2024, 6:38 PM","Jul 4, 2024, 8:34 PM","","Crunch (Machine)",,"",0,"failure",70,16,,,
"Evening workout 🏋️","Jul 4, 2024, 6:38 PM","Jul 4, 2024, 8:34 PM","","Crunch (Machine)",,"",1,"failure",80,13,,,
"Evening workout 🏋️","Jul 4, 2024, 6:38 PM","Jul 4, 2024, 8:34 PM","","Crunch (Machine)",,"",2,"failure",80,11,,,
"Evening workout 🏋️","Jul 4, 2024, 6:38 PM","Jul 4, 2024, 8:34 PM","","Lat Pulldown (Cable)",,"",0,"failure",121,10,,,
"Evening workout 🏋️","Jul 4, 2024, 6:38 PM","Jul 4, 2024, 8:34 PM","","Lat Pulldown (Cable)",,"",1,"failure",121,8,,,
"Evening workout 🏋️","Jul 4, 2024, 6:38 PM","Jul 4, 2024, 8:34 PM","","Lat Pulldown (Cable)",,"",2,"failure",143,3,,,
"Evening workout 🏋️","Jul 4, 2024, 6:38 PM","Jul 4, 2024, 8:34 PM","","Lat Pulldown (Cable)",,"",3,"failure",110,11,,,
"Evening workout 🏋️","Jul 4, 2024, 6:38 PM","Jul 4, 2024, 8:34 PM","","T Bar Row",,"",0,"failure",80,2,,,
"Evening workout 🏋️","Jul 4, 2024, 6:38 PM","Jul 4, 2024, 8:34 PM","","T Bar Row",,"",1,"failure",70,5,,,
"Evening workout 🏋️","Jul 4, 2024, 6:38 PM","Jul 4, 2024, 8:34 PM","","T Bar Row",,"",2,"failure",55,8,,,
"Evening workout 🏋️","Jul 4, 2024, 6:38 PM","Jul 4, 2024, 8:34 PM","","T Bar Row",,"",3,"failure",55,6,,,
"Evening workout 🏋️","Jul 4, 2024, 6:38 PM","Jul 4, 2024, 8:34 PM","","Seated Cable Row - Bar Wide Grip",,"",0,"failure",88,4,,,
"Evening workout 🏋️","Jul 4, 2024, 6:38 PM","Jul 4, 2024, 8:34 PM","","Seated Cable Row - Bar Grip",,"",0,"failure",88,8,,,
"Evening workout 🏋️","Jul 4, 2024, 6:38 PM","Jul 4, 2024, 8:34 PM","","Seated Cable Row - Bar Grip",,"",1,"failure",99,3,,,
"Evening workout 🏋️","Jul 4, 2024, 6:38 PM","Jul 4, 2024, 8:34 PM","","Incline Bench Press (Dumbbell)",,"",0,"failure",40,8,,,
"Evening workout 🏋️","Jul 4, 2024, 6:38 PM","Jul 4, 2024, 8:34 PM","","Incline Bench Press (Dumbbell)",,"",1,"failure",40,8,,,
"Evening workout 🏋️","Jul 4, 2024, 6:38 PM","Jul 4, 2024, 8:34 PM","","Incline Bench Press (Dumbbell)",,"",2,"failure",40,6,,,
"Evening workout 🏋️","Jul 4, 2024, 6:38 PM","Jul 4, 2024, 8:34 PM","","Seated Row (Machine)",,"",0,"failure",110,8,,,
"Evening workout 🏋️","Jul 4, 2024, 6:38 PM","Jul 4, 2024, 8:34 PM","","Seated Row (Machine)",,"",1,"failure",120,7,,,
"Evening workout 🏋️","Jul 4, 2024, 6:38 PM","Jul 4, 2024, 8:34 PM","","Seated Row (Machine)",,"",2,"failure",100,12,,,
"Evening workout 🏋️","Jul 4, 2024, 6:38 PM","Jul 4, 2024, 8:34 PM","","Lat Pulldown (Cable)",,"Mag Grip",0,"failure",110,8,,,
"Evening workout 🏋️","Jul 4, 2024, 6:38 PM","Jul 4, 2024, 8:34 PM","","Lat Pulldown (Cable)",,"Mag Grip",1,"failure",99,9,,,
"Evening workout 🏋️","Jul 4, 2024, 6:38 PM","Jul 4, 2024, 8:34 PM","","Reverse Grip Lat Pulldown (Cable)",,"",0,"failure",110,7,,,
"Evening workout 🏋️","Jul 4, 2024, 6:38 PM","Jul 4, 2024, 8:34 PM","","Running",,"",0,"normal",,,1.6,1654,
"Afternoon workout 💪","Jul 2, 2024, 3:13 PM","Jul 2, 2024, 3:57 PM","","Seated Calf Raise",,"",0,"failure",45,16,,,
"Afternoon workout 💪","Jul 2, 2024, 3:13 PM","Jul 2, 2024, 3:57 PM","","Seated Calf Raise",,"",1,"failure",55,9,,,
"Afternoon workout 💪","Jul 2, 2024, 3:13 PM","Jul 2, 2024, 3:57 PM","","Seated Calf Raise",,"",2,"failure",55,10,,,
"Afternoon workout 💪","Jul 2, 2024, 3:13 PM","Jul 2, 2024, 3:57 PM","","Seated Calf Raise",,"",3,"failure",45,9,,,
"Afternoon workout 💪","Jul 2, 2024, 3:13 PM","Jul 2, 2024, 3:57 PM","","Leg Press Horizontal (Machine)",,"",0,"failure",220,10,,,
"Afternoon workout 💪","Jul 2, 2024, 3:13 PM","Jul 2, 2024, 3:57 PM","","Leg Press Horizontal (Machine)",,"",1,"failure",260,12,,,
"Afternoon workout 💪","Jul 2, 2024, 3:13 PM","Jul 2, 2024, 3:57 PM","","Leg Press Horizontal (Machine)",,"",2,"failure",260,5,,,
"Afternoon workout 💪","Jul 2, 2024, 3:13 PM","Jul 2, 2024, 3:57 PM","","Leg Press Horizontal (Machine)",,"",3,"failure",200,9,,,
"Afternoon workout 💪","Jul 2, 2024, 3:13 PM","Jul 2, 2024, 3:57 PM","","Leg Extension (Machine)",,"",0,"failure",140,11,,,
"Afternoon workout 💪","Jul 2, 2024, 3:13 PM","Jul 2, 2024, 3:57 PM","","Leg Extension (Machine)",,"",1,"failure",150,5,,,
"Afternoon workout 💪","Jul 2, 2024, 3:13 PM","Jul 2, 2024, 3:57 PM","","Leg Extension (Machine)",,"",2,"failure",140,6,,,
"Afternoon workout 💪","Jul 2, 2024, 3:13 PM","Jul 2, 2024, 3:57 PM","","Seated Leg Curl (Machine)",,"",0,"failure",80,10,,,
"Afternoon workout 💪","Jul 2, 2024, 3:13 PM","Jul 2, 2024, 3:57 PM","","Seated Leg Curl (Machine)",,"",1,"failure",90,4,,,
"Afternoon workout 💪","Jul 2, 2024, 3:13 PM","Jul 2, 2024, 3:57 PM","","Seated Leg Curl (Machine)",,"",2,"failure",80,8,,,
"Afternoon workout 💪","Jun 28, 2024, 3:22 PM","Jun 28, 2024, 4:30 PM","","Preacher Curl (Barbell)",,"",0,"failure",50,8,,,
"Afternoon workout 💪","Jun 28, 2024, 3:22 PM","Jun 28, 2024, 4:30 PM","","Preacher Curl (Barbell)",,"",1,"failure",50,8,,,
"Afternoon workout 💪","Jun 28, 2024, 3:22 PM","Jun 28, 2024, 4:30 PM","","Preacher Curl (Barbell)",,"",2,"failure",50,6,,,
"Afternoon workout 💪","Jun 28, 2024, 3:22 PM","Jun 28, 2024, 4:30 PM","","Bicep Curl (Dumbbell)",,"incline seated",0,"failure",22.5,10,,,
"Afternoon workout 💪","Jun 28, 2024, 3:22 PM","Jun 28, 2024, 4:30 PM","","Bicep Curl (Dumbbell)",,"incline seated",1,"failure",22.5,7,,,
"Afternoon workout 💪","Jun 28, 2024, 3:22 PM","Jun 28, 2024, 4:30 PM","","Bicep Curl (Dumbbell)",,"incline seated",2,"normal",20,10,,,
"Afternoon workout 💪","Jun 28, 2024, 3:22 PM","Jun 28, 2024, 4:30 PM","","Triceps Pushdown",,"",0,"failure",55,12,,,
"Afternoon workout 💪","Jun 28, 2024, 3:22 PM","Jun 28, 2024, 4:30 PM","","Triceps Pushdown",,"",1,"failure",55,7,,,
"Afternoon workout 💪","Jun 28, 2024, 3:22 PM","Jun 28, 2024, 4:30 PM","","Triceps Pushdown",,"",2,"failure",60,5,,,
"Afternoon workout 💪","Jun 28, 2024, 3:22 PM","Jun 28, 2024, 4:30 PM","","Triceps Pushdown",,"",3,"failure",49,4,,,
"Afternoon workout 💪","Jun 28, 2024, 3:22 PM","Jun 28, 2024, 4:30 PM","","Triceps Extension (Machine)",,"",0,"failure",45,6,,,
"Afternoon workout 💪","Jun 28, 2024, 3:22 PM","Jun 28, 2024, 4:30 PM","","Triceps Extension (Machine)",,"",1,"failure",40,10,,,
"Afternoon workout 💪","Jun 28, 2024, 3:22 PM","Jun 28, 2024, 4:30 PM","","Triceps Extension (Machine)",,"",2,"failure",45,8,,,
"Afternoon workout 💪","Jun 28, 2024, 3:22 PM","Jun 28, 2024, 4:30 PM","","Bicep Curl (Cable)",,"",0,"failure",33,12,,,
"Afternoon workout 💪","Jun 28, 2024, 3:22 PM","Jun 28, 2024, 4:30 PM","","Bicep Curl (Cable)",,"",1,"failure",38.5,9,,,
"Afternoon workout 💪","Jun 28, 2024, 3:22 PM","Jun 28, 2024, 4:30 PM","","Bicep Curl (Cable)",,"",2,"failure",38.5,7,,,
"Afternoon workout 💪","Jun 28, 2024, 3:22 PM","Jun 28, 2024, 4:30 PM","","Running",,"",0,"normal",,,1.11,990,
"Afternoon workout 💪","Jun 28, 2024, 3:22 PM","Jun 28, 2024, 4:30 PM","","Crunch (Machine)",,"",0,"failure",60,20,,,
"Afternoon workout 💪","Jun 28, 2024, 3:22 PM","Jun 28, 2024, 4:30 PM","","Crunch (Machine)",,"",1,"failure",70,15,,,
"Afternoon workout 💪","Jun 27, 2024, 4:36 PM","Jun 27, 2024, 5:45 PM","","Butterfly (Pec Deck)",,"",0,"failure",100,10,,,
"Afternoon workout 💪","Jun 27, 2024, 4:36 PM","Jun 27, 2024, 5:45 PM","","Butterfly (Pec Deck)",,"",1,"failure",110,6,,,
"Afternoon workout 💪","Jun 27, 2024, 4:36 PM","Jun 27, 2024, 5:45 PM","","Butterfly (Pec Deck)",,"",2,"failure",100,6,,,
"Afternoon workout 💪","Jun 27, 2024, 4:36 PM","Jun 27, 2024, 5:45 PM","","Butterfly (Pec Deck)",,"",3,"failure",90,5,,,
"Afternoon workout 💪","Jun 27, 2024, 4:36 PM","Jun 27, 2024, 5:45 PM","","Plate/ Chest Press",,"",0,"failure",70,8,,,
"Afternoon workout 💪","Jun 27, 2024, 4:36 PM","Jun 27, 2024, 5:45 PM","","Plate/ Chest Press",,"",1,"failure",70,7,,,
"Afternoon workout 💪","Jun 27, 2024, 4:36 PM","Jun 27, 2024, 5:45 PM","","Plate/ Chest Press",,"",2,"failure",70,5,,,
"Afternoon workout 💪","Jun 27, 2024, 4:36 PM","Jun 27, 2024, 5:45 PM","","Crunch (Machine)",,"",0,"failure",100,9,,,
"Afternoon workout 💪","Jun 27, 2024, 4:36 PM","Jun 27, 2024, 5:45 PM","","Crunch (Machine)",,"",1,"failure",90,7,,,
"Afternoon workout 💪","Jun 27, 2024, 4:36 PM","Jun 27, 2024, 5:45 PM","","Crunch (Machine)",,"",2,"failure",90,7,,,
"Afternoon workout 💪","Jun 27, 2024, 4:36 PM","Jun 27, 2024, 5:45 PM","","Bench Press (Dumbbell)",,"",0,"failure",40,8,,,
"Afternoon workout 💪","Jun 27, 2024, 4:36 PM","Jun 27, 2024, 5:45 PM","","Bench Press (Dumbbell)",,"",1,"failure",40,6,,,
"Afternoon workout 💪","Jun 27, 2024, 4:36 PM","Jun 27, 2024, 5:45 PM","","Bench Press (Dumbbell)",,"",2,"failure",35,7,,,
"Afternoon workout 💪","Jun 27, 2024, 4:36 PM","Jun 27, 2024, 5:45 PM","","Chest cable pushdown",,"",0,"failure",15,8,,,
"Afternoon workout 💪","Jun 27, 2024, 4:36 PM","Jun 27, 2024, 5:45 PM","","Chest cable pushdown",,"",1,"failure",15,7,,,
"Afternoon workout 💪","Jun 27, 2024, 4:36 PM","Jun 27, 2024, 5:45 PM","","Chest cable pushdown",,"",2,"failure",20,5,,,
"Afternoon workout 💪","Jun 27, 2024, 4:36 PM","Jun 27, 2024, 5:45 PM","","Running",,"",0,"normal",,,0.89,780,
"Afternoon workout 💪","Jun 26, 2024, 12:15 PM","Jun 26, 2024, 1:36 PM","","Seated Row (Machine)",,"",0,"failure",110,9,,,
"Afternoon workout 💪","Jun 26, 2024, 12:15 PM","Jun 26, 2024, 1:36 PM","","Seated Row (Machine)",,"",1,"failure",115,7,,,
"Afternoon workout 💪","Jun 26, 2024, 12:15 PM","Jun 26, 2024, 1:36 PM","","Seated Row (Machine)",,"",2,"failure",100,9,,,
"Afternoon workout 💪","Jun 26, 2024, 12:15 PM","Jun 26, 2024, 1:36 PM","","Seated Row (Machine)",,"",3,"failure",100,6,,,
"Afternoon workout 💪","Jun 26, 2024, 12:15 PM","Jun 26, 2024, 1:36 PM","","Lat Pulldown (Cable)",,"",0,"failure",121,6,,,
"Afternoon workout 💪","Jun 26, 2024, 12:15 PM","Jun 26, 2024, 1:36 PM","","Lat Pulldown (Cable)",,"",1,"failure",115,7,,,
"Afternoon workout 💪","Jun 26, 2024, 12:15 PM","Jun 26, 2024, 1:36 PM","","Lat Pulldown (Cable)",,"",2,"failure",115,7,,,
"Afternoon workout 💪","Jun 26, 2024, 12:15 PM","Jun 26, 2024, 1:36 PM","","Lat Pulldown (Cable)",,"",3,"failure",104,9,,,
"Afternoon workout 💪","Jun 26, 2024, 12:15 PM","Jun 26, 2024, 1:36 PM","","Rear Delt Reverse Fly (Cable)",,"",0,"failure",17,10,,,
"Afternoon workout 💪","Jun 26, 2024, 12:15 PM","Jun 26, 2024, 1:36 PM","","Rear Delt Reverse Fly (Cable)",,"",1,"failure",20,4,,,
"Afternoon workout 💪","Jun 26, 2024, 12:15 PM","Jun 26, 2024, 1:36 PM","","Rear Delt Reverse Fly (Cable)",,"",2,"failure",17,7,,,
"Afternoon workout 💪","Jun 26, 2024, 12:15 PM","Jun 26, 2024, 1:36 PM","","Crunch (Machine)",,"",0,"failure",80,9,,,
"Afternoon workout 💪","Jun 26, 2024, 12:15 PM","Jun 26, 2024, 1:36 PM","","Crunch (Machine)",,"",1,"failure",90,8,,,
"Afternoon workout 💪","Jun 26, 2024, 12:15 PM","Jun 26, 2024, 1:36 PM","","Crunch (Machine)",,"",2,"failure",80,11,,,
"Afternoon workout 💪","Jun 26, 2024, 12:15 PM","Jun 26, 2024, 1:36 PM","","T Bar Row",,"",0,"failure",60,7,,,
"Afternoon workout 💪","Jun 26, 2024, 12:15 PM","Jun 26, 2024, 1:36 PM","","T Bar Row",,"",1,"failure",65,4,,,
"Afternoon workout 💪","Jun 26, 2024, 12:15 PM","Jun 26, 2024, 1:36 PM","","T Bar Row",,"",2,"failure",55,7,,,
"Afternoon workout 💪","Jun 26, 2024, 12:15 PM","Jun 26, 2024, 1:36 PM","","T Bar Row",,"",3,"failure",45,5,,,
"Afternoon workout 💪","Jun 26, 2024, 12:15 PM","Jun 26, 2024, 1:36 PM","","Running",,"",0,"normal",,,0.9,964,
"Afternoon workout 💪","Jun 23, 2024, 4:58 PM","Jun 23, 2024, 6:18 PM","","Seated Calf Raise",,"",0,"failure",45,10,,,
"Afternoon workout 💪","Jun 23, 2024, 4:58 PM","Jun 23, 2024, 6:18 PM","","Seated Calf Raise",,"",1,"failure",70,5,,,
"Afternoon workout 💪","Jun 23, 2024, 4:58 PM","Jun 23, 2024, 6:18 PM","","Seated Calf Raise",,"",2,"failure",55,6,,,
"Afternoon workout 💪","Jun 23, 2024, 4:58 PM","Jun 23, 2024, 6:18 PM","","Seated Calf Raise",,"",3,"failure",55,8,,,
"Afternoon workout 💪","Jun 23, 2024, 4:58 PM","Jun 23, 2024, 6:18 PM","","Squat (Barbell)",,"",0,"failure",50,8,,,
"Afternoon workout 💪","Jun 23, 2024, 4:58 PM","Jun 23, 2024, 6:18 PM","","Squat (Barbell)",,"",1,"failure",70,4,,,
"Afternoon workout 💪","Jun 23, 2024, 4:58 PM","Jun 23, 2024, 6:18 PM","","Squat (Barbell)",,"",2,"failure",50,8,,,
"Afternoon workout 💪","Jun 23, 2024, 4:58 PM","Jun 23, 2024, 6:18 PM","","Leg Extension (Machine)",,"",0,"failure",140,7,,,
"Afternoon workout 💪","Jun 23, 2024, 4:58 PM","Jun 23, 2024, 6:18 PM","","Leg Extension (Machine)",,"",1,"failure",140,7,,,
"Afternoon workout 💪","Jun 23, 2024, 4:58 PM","Jun 23, 2024, 6:18 PM","","Leg Extension (Machine)",,"",2,"failure",130,6,,,
"Afternoon workout 💪","Jun 23, 2024, 4:58 PM","Jun 23, 2024, 6:18 PM","","Leg Extension (Machine)",,"",3,"failure",120,8,,,
"Afternoon workout 💪","Jun 23, 2024, 4:58 PM","Jun 23, 2024, 6:18 PM","","Lying Leg Curl (Machine)",,"",0,"failure",100,9,,,
"Afternoon workout 💪","Jun 23, 2024, 4:58 PM","Jun 23, 2024, 6:18 PM","","Lying Leg Curl (Machine)",,"",1,"failure",110,5,,,
"Afternoon workout 💪","Jun 23, 2024, 4:58 PM","Jun 23, 2024, 6:18 PM","","Lying Leg Curl (Machine)",,"",2,"failure",90,7,,,
"Afternoon workout 💪","Jun 23, 2024, 4:58 PM","Jun 23, 2024, 6:18 PM","","Lying Leg Curl (Machine)",,"",3,"failure",80,7,,,
"Afternoon workout 💪","Jun 23, 2024, 4:58 PM","Jun 23, 2024, 6:18 PM","","Hip Adduction (Machine)",,"",0,"failure",120,13,,,
"Afternoon workout 💪","Jun 23, 2024, 4:58 PM","Jun 23, 2024, 6:18 PM","","Hip Adduction (Machine)",,"",1,"failure",130,10,,,
"Afternoon workout 💪","Jun 23, 2024, 4:58 PM","Jun 23, 2024, 6:18 PM","","Hip Adduction (Machine)",,"",2,"failure",140,4,,,
"Afternoon workout 💪","Jun 23, 2024, 4:58 PM","Jun 23, 2024, 6:18 PM","","Leg Press Horizontal (Machine)",,"",0,"failure",220,10,,,
"Afternoon workout 💪","Jun 23, 2024, 4:58 PM","Jun 23, 2024, 6:18 PM","","Leg Press Horizontal (Machine)",,"",1,"failure",240,7,,,
"Afternoon workout 💪","Jun 23, 2024, 4:58 PM","Jun 23, 2024, 6:18 PM","","Leg Press Horizontal (Machine)",,"",2,"failure",240,7,,,
"Afternoon workout 💪","Jun 23, 2024, 4:58 PM","Jun 23, 2024, 6:18 PM","","Crunch (Machine)",,"",0,"failure",80,10,,,
"Afternoon workout 💪","Jun 23, 2024, 4:58 PM","Jun 23, 2024, 6:18 PM","","Crunch (Machine)",,"",1,"failure",85,9,,,
